Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed,Type
ICMPv6 fe80::212:7401:1:101 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,48:29.3,48:29.3,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:740b:b:b0b 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:740b:b:b0b,0,48:31.3,48:31.4,1.62214E+15,93736,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.015610933,0.046875,0.093735933,0.031245311,0.015632034,0.015610933,0.046875,0.031245311,0.015632034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,42.67303917,0,408,0,0,4352.649996,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7408:8:808 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7408:8:808,0,48:31.3,48:31.5,1.62214E+15,179673,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007673979,0.046875,0.179673195,0.025667599,0.017932367,0.007673979,0.046875,0.025667599,0.017932367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7403:3:303 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7403:3:303,0,48:31.3,48:31.5,1.62214E+15,179673,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.006988049,0.046875,0.179673195,0.025667599,0.018191791,0.006988049,0.046875,0.025667599,0.018191791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7407:7:707 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7407:7:707,0,48:31.3,48:31.5,1.62214E+15,179673,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0.007013083,0.046875,0.179672956,0.025667565,0.018182105,0.007013083,0.046875,0.025667565,0.018182105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7406:6:606 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7406:6:606,0,48:31.3,48:31.5,1.62214E+15,179673,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007014036,0.046875,0.179672956,0.025667565,0.018181818,0.007014036,0.046875,0.025667565,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7409:9:909 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7409:9:909,0,48:31.3,48:31.5,1.62214E+15,179680,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007013083,0.046882153,0.179680109,0.025668587,0.018183496,0.007013083,0.046882153,0.025668587,0.018183496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52359751,0,816,0,0,4541.406946,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7404:4:404 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7404:4:404,0,48:31.4,48:36.1,1.62214E+15,4695327,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.960937023,3.73439002,4.695327044,2.347663522,1.961127422,0.960937023,3.73439002,2.347663522,1.961127422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.638933135,0,306,0,0,65.17117977,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,48:31.4,48:36.4,1.62214E+15,4998530,set(),,0.009484053,1.480901957,4.998530149,0.384502319,0.480533506,0,0,0,0,0,0.009484053,1.480901957,0.384502319,0.480533506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,70,5,0,0,0,0,0,0,5,5,5,0,14,0,0,2.800823442,0,70,0,0,14.00411721,0,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7405:5:505 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7405:5:505,0,48:31.4,48:35.4,1.62214E+15,3968765,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,1.54766202,2.421103001,3.96876502,1.98438251,0.617616041,1.54766202,2.421103001,1.98438251,0.617616041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.755902655,0,306,0,0,77.1020708,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:740a:a:a0a 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:740a:a:a0a,0,48:31.6,48:31.8,1.62214E+15,187500,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007013083,0.046875,0.1875,0.026785714,0.01650478,0.007013083,0.046875,0.026785714,0.01650478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,42.66666667,0,816,0,0,4352,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:740c:c:c0c 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:740c:c:c0c,0,48:31.6,48:31.8,1.62214E+15,187500,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007013083,0.046875,0.1875,0.026785714,0.01650478,0.007013083,0.046875,0.026785714,0.01650478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,42.66666667,0,816,0,0,4352,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7402:2:202 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7402:2:202,0,48:31.8,48:36.0,1.62214E+15,4242202,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,1.82814002,2.414061785,4.242201805,2.121100903,0.414309253,1.82814002,2.414061785,2.121100903,0.414309253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.707179903,0,306,0,0,72.13235013,Normal
ICMPv6 ::212:7401:1:101 0 ::212:740a:a:a0a 0 155 2,ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,48:34.6,48:34.7,1.62214E+15,164063,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.006318808,0.046875,0.164062977,0.023437568,0.016138511,0.006318808,0.046875,0.023437568,0.016138511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,680,85,0,85,85,85,0,0,8,0,0,48.76175615,0,680,0,0,4144.749273,Normal
ICMPv6 ::212:7401:1:101 0 ::212:740c:c:c0c 0 155 2,ICMPv6,::212:7401:1:101,0,::212:740c:c:c0c,0,48:34.6,48:34.7,1.62214E+15,164062,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.00632,0.046875,0.164062023,0.023437432,0.016137921,0.00632,0.046875,0.023437432,0.016137921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,680,85,0,85,85,85,0,0,8,0,0,48.76205337,0,680,0,0,4144.774536,Normal
ICMPv6 ::212:7401:1:101 0 ::212:740b:b:b0b 0 155 2,ICMPv6,::212:7401:1:101,0,::212:740b:b:b0b,0,48:35.2,48:35.2,1.62214E+15,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:740b:b:b0b 0 155 3,ICMPv6,::212:7401:1:101,0,::212:740b:b:b0b,0,48:35.2,48:35.2,1.62214E+15,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
UDP ::212:7401:1:101 5 ::212:7403:3:303 8765,UDP,::212:7401:1:101,5,::212:7403:3:303,8765,48:36.3,48:41.3,1.62214E+15,4921622,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.009538889,0.210672855,4.921622038,0.043554177,0.032312033,0.009538889,0.210672855,0.043554177,0.032312033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,6498,57,0,57,57,57,0,0,114,0,0,23.16309542,0,6498,0,0,1320.296439,Malicious
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,48:36.4,48:41.4,1.62214E+15,4997642,set(),,0.005485058,0.113670826,4.99764204,0.023030608,0.013354444,0,0,0,0,0,0.005485058,0.113670826,0.023030608,0.013354444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1090,5,0,0,0,0,0,0,5,5,5,0,218,0,0,43.62057146,0,1090,0,0,218.1028573,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7408:8:808 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,48:36.8,48:36.8,1.62214E+15,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7408:8:808 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,48:36.9,48:36.9,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7406:6:606 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7406:6:606,0,48:36.9,48:36.9,1.62214E+15,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7408:8:808 6666,UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,48:36.9,48:36.9,1.62214E+15,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7406:6:606 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7406:6:606,0,48:36.9,48:36.9,1.62214E+15,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7405:5:505 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7405:5:505,0,48:37.0,48:37.0,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,102,102,102,0,0,1,0,0,0,0,102,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7406:6:606 6666,UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,48:37.1,48:41.1,1.62214E+15,4062534,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,4.062534094,4.062534094,4.062534094,4.062534094,0,4.062534094,4.062534094,4.062534094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.492303572,0,135,0,0,33.23049112,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:37.2,48:37.2,1.62214E+15,0,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:37.2,48:37.2,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 1 4,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:37.4,48:42.3,1.62214E+15,4906880,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",,0.008355141,0.159200907,4.906879902,0.045434073,0.036131179,0,0,0,0,0,0.008355141,0.159200907,0.045434073,0.036131179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,11663,107,0,0,0,0,0,0,107,107,107,0,109,0,0,22.2137081,0,11663,0,0,2376.866767,0,Normal
UDP ::212:7401:1:101 5555 ::212:740b:b:b0b 6666,UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,48:37.5,48:42.1,1.62214E+15,4562414,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.10154295,4.460870981,4.562413931,2.281206965,3.082510413,0.10154295,4.460870981,2.281206965,3.082510413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,204,68,0,68,68,68,0,0,3,0,0,0.657546641,0,204,0,0,44.71317158,Normal
ICMPv6 fe80::212:740b:b:b0b 0 ff02::1a 0 155 1,ICMPv6,fe80::212:740b:b:b0b,0,ff02::1a,0,48:37.5,48:37.5,1.62214E+15,0,"{'00:12:74:0b:00:0b:0b:0b', '0x0000ffff'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::212:740b:b:b0b 0 fe80::212:740c:c:c0c 0 155 1,ICMPv6,fe80::212:740b:b:b0b,0,fe80::212:740c:c:c0c,0,48:38.3,48:41.9,1.62214E+15,3562500,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:0b:00:0b:0b:0b'}",,0,0,0,0,0,3.5625,3.5625,3.5625,3.5625,0,3.5625,3.5625,3.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,204,102,0,102,102,102,0,0,2,0,0,0.561403509,0,204,0,0,57.26315789,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7404:4:404 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7404:4:404,0,48:38.5,48:38.5,1.62214E+15,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,102,102,102,0,0,1,0,0,0,0,102,0,0,0,Normal
ICMPv6 fe80::212:7401:1:101 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,48:38.6,48:38.6,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7402:2:202 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7402:2:202,0,48:38.9,48:38.9,1.62214E+15,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,102,102,102,0,0,1,0,0,0,0,102,0,0,0,Normal
ICMPv6 fe80::212:7408:8:808 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7408:8:808,0,ff02::1a,0,48:39.3,48:39.3,1.62214E+15,0,"{'00:12:74:08:00:08:08:08', '0x0000ffff'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7405:5:505 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7405:5:505,0,48:39.5,48:39.5,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7405:5:505 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7405:5:505,0,48:39.6,48:39.6,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
