Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed
UDP ::201:1:1:1 5555 ::208:8:8:8 6666,UDP,::201:1:1:1,5555,::208:8:8:8,6666,47:57.8,47:57.8,1.6222E+15,41000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.041000128,0.041000128,0.041000128,0.041000128,0,0.041000128,0.041000128,0.041000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,151,75.5,0.707106781,75,76,75.5,0.707106781,0,2,0,0,48.7804878,0,151,0,0,3682.926829
UDP ::201:1:1:1 5555 ::207:7:7:7 6666,UDP,::201:1:1:1,5555,::207:7:7:7,6666,47:58.2,48:03.2,1.6222E+15,4980000,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.980000019,4.980000019,4.980000019,4.980000019,0,4.980000019,4.980000019,4.980000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.401606426,0,135,0,0,27.10843373
UDP ::201:1:1:1 5555 ::20c:c:c:c 6666,UDP,::201:1:1:1,5555,::20c:c:c:c,6666,47:58.5,47:58.5,1.6222E+15,0,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::209:9:9:9 6666,UDP,::201:1:1:1,5555,::209:9:9:9,6666,47:58.9,48:03.6,1.6222E+15,4706664,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.161664009,4.545000076,4.706664085,2.353332043,3.099486657,0.161664009,4.545000076,2.353332043,3.099486657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,204,68,0,68,68,68,0,0,3,0,0,0.637394129,0,204,0,0,43.34280076
UDP ::201:1:1:1 5555 ::202:2:2:2 6666,UDP,::201:1:1:1,5555,::202:2:2:2,6666,47:59.6,48:04.3,1.6222E+15,4625672,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.625671864,4.625671864,4.625671864,4.625671864,0,4.625671864,4.625671864,4.625671864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.43236961,0,135,0,0,29.1849487
UDP ::201:1:1:1 5555 ::205:5:5:5 6666,UDP,::201:1:1:1,5555,::205:5:5:5,6666,48:00.3,48:04.2,1.6222E+15,3931000,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,3.930999994,3.930999994,3.930999994,3.930999994,0,3.930999994,3.930999994,3.930999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,0.508776393,0,134,0,0,34.08801832
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,48:00.7,48:05.7,1.6222E+15,4983000,set(),Normal,0.003207922,0.04532814,4.982999802,0.017607773,0.009292161,0,0,0,0,0,0.003207922,0.04532814,0.017607773,0.009292161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1420,5,0,0,0,0,0,0,5,5,5,0,284,0,0,56.99377885,0,1420,0,0,284.9688942,0
UDP ::201:1:1:1 5555 ::20b:b:b:b 6666,UDP,::201:1:1:1,5555,::20b:b:b:b,6666,48:01.2,48:05.5,1.6222E+15,4314000,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.313999891,4.313999891,4.313999891,4.313999891,0,4.313999891,4.313999891,4.313999891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.463606861,0,135,0,0,31.29346314
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:01.3,48:06.2,1.6222E+15,4984000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.287999868,4.983999968,0.031345912,0.027688622,0,0,0,0,0,0.00433588,0.287999868,0.031345912,0.027688622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,11520,72,0,0,0,0,0,0,72,72,72,0,160,0,0,32.10272873,0,11520,0,0,2311.396469,0
UDP ::201:1:1:1 5555 ::20a:a:a:a 6666,UDP,::201:1:1:1,5555,::20a:a:a:a,6666,48:01.9,48:06.1,1.6222E+15,4146000,"{'00:0a:00:0a:00:0a:00:0a', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.145999908,4.145999908,4.145999908,4.145999908,0,4.145999908,4.145999908,4.145999908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.482392668,0,135,0,0,32.56150507
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:02.3,48:07.3,1.6222E+15,4978336,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.3506639,4.978336096,0.042189289,0.046908688,0.007335901,0.3506639,0.042189289,0.046908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,8568,72,0,72,72,72,0,0,119,0,0,23.90356939,0,8568,0,0,1721.056996
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,48:02.8,48:02.8,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::206:6:6:6 6666,UDP,::201:1:1:1,5555,::206:6:6:6,6666,48:03.0,48:03.0,1.6222E+15,0,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
UDP ::201:1:1:1 5555 ::208:8:8:8 6666,UDP,::201:1:1:1,5555,::208:8:8:8,6666,48:03.0,48:07.9,1.6222E+15,4889000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.009991884,4.835008144,4.888999939,1.629666646,2.775959244,0.009991884,4.835008144,1.629666646,2.775959244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,77,306,76.5,0.577350269,76,77,76.5,0.577350269,0,4,0,0,0.818163224,0,306,0,0,62.5894866
UDP ::201:1:1:1 5555 ::20c:c:c:c 6666,UDP,::201:1:1:1,5555,::20c:c:c:c,6666,48:03.8,48:08.7,1.6222E+15,4891000,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.891000032,4.891000032,4.891000032,4.891000032,0,4.891000032,4.891000032,4.891000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,0.408914332,0,134,0,0,27.39726027
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,48:05.7,48:10.7,1.6222E+15,4999008,set(),Normal,0.003335953,0.060335875,4.99900794,0.018378706,0.011331302,0,0,0,0,0,0.003335953,0.060335875,0.018378706,0.011331302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1365,5,0,0,0,0,0,0,5,5,5,0,273,0,0,54.61083479,0,1365,0,0,273.0541739,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:06.3,48:11.2,1.6222E+15,4967000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.004336119,0.257999897,4.967000008,0.040382114,0.044823451,0,0,0,0,0,0.004336119,0.257999897,0.040382114,0.044823451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,8928,72,0,0,0,0,0,0,72,72,72,0,124,0,0,24.96476747,0,8928,0,0,1797.463257,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:07.3,48:12.3,1.6222E+15,4974328,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.305999994,4.974328041,0.039478794,0.035194237,0.007335901,0.305999994,0.039478794,0.035194237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,9144,72,0,72,72,72,0,0,127,0,0,25.53108681,0,9144,0,0,1838.23825
ICMPv6 fe80::204:4:4:4 0 fe80::205:5:5:5 0 155 1,ICMPv6,fe80::204:4:4:4,0,fe80::205:5:5:5,0,48:08.3,48:08.3,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:05:00:05:00:05:00:05'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,0,0,0,0,0,102,102,102,0,1,0,0,0,0,102,0,0,0,0
UDP ::201:1:1:1 5555 ::206:6:6:6 6666,UDP,::201:1:1:1,5555,::206:6:6:6,6666,48:08.3,48:12.9,1.6222E+15,4551000,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.551000118,4.551000118,4.551000118,4.551000118,0,4.551000118,4.551000118,4.551000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,0.439463854,0,134,0,0,29.44407822
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,48:08.5,48:12.6,1.6222E+15,4128248,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.128247976,4.128247976,4.128247976,4.128247976,0,4.128247976,4.128247976,4.128247976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.484467018,0,136,0,0,32.94375725
UDP ::201:1:1:1 5555 ::207:7:7:7 6666,UDP,::201:1:1:1,5555,::207:7:7:7,6666,48:08.9,48:13.2,1.6222E+15,4354000,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.354000092,4.354000092,4.354000092,4.354000092,0,4.354000092,4.354000092,4.354000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.459347726,0,136,0,0,31.23564538
UDP ::201:1:1:1 5555 ::202:2:2:2 6666,UDP,::201:1:1:1,5555,::202:2:2:2,6666,48:09.0,48:09.0,1.6222E+15,0,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
UDP ::201:1:1:1 5555 ::209:9:9:9 6666,UDP,::201:1:1:1,5555,::209:9:9:9,6666,48:09.2,48:13.5,1.6222E+15,4294000,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.294000149,4.294000149,4.294000149,4.294000149,0,4.294000149,4.294000149,4.294000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.465766185,0,136,0,0,31.67210061
UDP ::201:1:1:1 5555 ::205:5:5:5 6666,UDP,::201:1:1:1,5555,::205:5:5:5,6666,48:09.6,48:09.7,1.6222E+15,45000,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.045000076,0.045000076,0.045000076,0.045000076,0,0.045000076,0.045000076,0.045000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,44.44444444,0,136,0,0,3022.222222
UDP ::201:1:1:1 5555 ::20b:b:b:b 6666,UDP,::201:1:1:1,5555,::20b:b:b:b,6666,48:09.9,48:14.1,1.6222E+15,4155000,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.154999971,4.154999971,4.154999971,4.154999971,0,4.154999971,4.154999971,4.154999971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.481347774,0,136,0,0,32.73164862
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,48:10.8,48:15.7,1.6222E+15,4984008,set(),Normal,0.003175974,0.046664,4.984007835,0.017186234,0.009914057,0,0,0,0,0,0.003175974,0.046664,0.017186234,0.009914057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1455,5,0,0,0,0,0,0,5,5,5,0,291,0,0,58.38674416,0,1455,0,0,291.9337208,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:11.3,48:16.3,1.6222E+15,4996992,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.147000074,4.996992111,0.032032001,0.024566712,0,0,0,0,0,0.00433588,0.147000074,0.032032001,0.024566712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,11304,72,0,0,0,0,0,0,72,72,72,0,157,0,0,31.41890161,0,11304,0,0,2262.160916,0
UDP ::201:1:1:1 5555 ::20a:a:a:a 6666,UDP,::201:1:1:1,5555,::20a:a:a:a,6666,48:11.4,48:15.5,1.6222E+15,4075000,"{'00:0a:00:0a:00:0a:00:0a', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.075000048,4.075000048,4.075000048,4.075000048,0,4.075000048,4.075000048,4.075000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.490797546,0,136,0,0,33.37423313
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:12.3,48:17.3,1.6222E+15,4993000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.12212801,4.993000031,0.038114504,0.023692528,0.007335901,0.12212801,0.038114504,0.023692528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,9504,72,0,72,72,72,0,0,132,0,0,26.43701182,0,9504,0,0,1903.464851
UDP ::201:1:1:1 5555 ::20c:c:c:c 6666,UDP,::201:1:1:1,5555,::20c:c:c:c,6666,48:12.9,48:13.0,1.6222E+15,79488,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.079488039,0.079488039,0.079488039,0.079488039,0,0.079488039,0.079488039,0.079488039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,25.1610306,0,134,0,0,1685.78905
UDP ::201:1:1:1 5555 ::208:8:8:8 6666,UDP,::201:1:1:1,5555,::208:8:8:8,6666,48:13.8,48:18.3,1.6222E+15,4466000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.049000025,4.332999945,4.465999842,1.488666614,2.463327083,0.049000025,4.332999945,1.488666614,2.463327083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,304,76,0.816496581,75,77,76,0.816496581,0,4,0,0,0.895656068,0,304,0,0,68.06986117
UDP ::201:1:1:1 5555 ::202:2:2:2 6666,UDP,::201:1:1:1,5555,::202:2:2:2,6666,48:14.7,48:19.0,1.6222E+15,4330000,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.329999924,4.329999924,4.329999924,4.329999924,0,4.329999924,4.329999924,4.329999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.461893764,0,136,0,0,31.40877598
ICMPv6 fe80::206:6:6:6 0 fe80::207:7:7:7 0 155 1,ICMPv6,fe80::206:6:6:6,0,fe80::207:7:7:7,0,48:15.0,48:15.0,1.6222E+15,0,"{'00:06:00:06:00:06:00:06', '00:07:00:07:00:07:00:07'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,0,0,0,0,0,102,102,102,0,1,0,0,0,0,102,0,0,0,0
UDP ::201:1:1:1 5555 ::205:5:5:5 6666,UDP,::201:1:1:1,5555,::205:5:5:5,6666,48:15.3,48:20.1,1.6222E+15,4755000,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.755000114,4.755000114,4.755000114,4.755000114,0,4.755000114,4.755000114,4.755000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.420609884,0,135,0,0,28.39116719
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,48:15.8,48:20.8,1.6222E+15,4992336,set(),Normal,0.003207922,0.048336029,4.992336035,0.018220205,0.010820591,0,0,0,0,0,0.003207922,0.048336029,0.018220205,0.010820591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1375,5,0,0,0,0,0,0,5,5,5,0,275,0,0,55.08443342,0,1375,0,0,275.4221671,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,48:16.4,48:21.3,1.6222E+15,4926000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.340999842,4.926000118,0.037603054,0.041933691,0,0,0,0,0,0.00433588,0.340999842,0.037603054,0.041933691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,9504,72,0,0,0,0,0,0,72,72,72,0,132,0,0,26.79658952,0,9504,0,0,1929.354446,0
UDP ::201:1:1:1 5555 ::206:6:6:6 6666,UDP,::201:1:1:1,5555,::206:6:6:6,6666,48:17.1,48:21.6,1.6222E+15,4530000,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.134327888,4.395672083,4.529999971,2.264999986,3.013225377,0.134327888,4.395672083,2.264999986,3.013225377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,204,68,0,68,68,68,0,0,3,0,0,0.662251656,0,204,0,0,45.03311258
