icmpv6,udp,wpan,src_mac,src_ip,src_port,dst_mac,dst_ip,dst_port,init_ts,last_ts,ts,duration,label
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2474000.0,2478700.0,1622120000000000.0,4703124,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2474000.0,2478200.0,1622120000000000.0,4146400,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2474100.0,2478800.0,1622120000000000.0,4627427,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2474500.0,2478900.0,1622120000000000.0,4461631,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2475400.0,2475400.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2477400.0,2477400.0,1622120000000000.0,33908,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2477500.0,2477600.0,1622120000000000.0,55043,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2478100.0,2482200.0,1622120000000000.0,4131078,0
0,0,1,0,0,0,0,0,0,2478700.0,2483100.0,1622120000000000.0,4407677,0
1,0,0,5194097224646913,fe80::212:7401:1:101,0,5194105814713091,fe80::212:7403:3:303,0,2479900.0,2479900.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2480800.0,2480800.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2480800.0,2485400.0,1622120000000000.0,4562499,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2481800.0,2481800.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2482500.0,2486700.0,1622120000000000.0,4232337,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2482900.0,2482900.0,1622120000000000.0,28722,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2483000.0,2487200.0,1622120000000000.0,4156943,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2483100.0,2483100.0,1622120000000000.0,11837,0
1,0,0,5194110109746180,fe80::212:7404:4:404,0,5194135879944714,fe80::212:740a:a:a0a,0,2483800.0,2483800.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2483900.0,2488600.0,1622120000000000.0,4719759,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2484400.0,2488600.0,1622120000000000.0,4214634,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2484500.0,2489100.0,1622120000000000.0,4572724,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2486400.0,2490500.0,1622120000000000.0,4109376,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2487100.0,2491100.0,1622120000000000.0,4046875,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2487800.0,2492100.0,1622120000000000.0,4357639,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2488400.0,2492900.0,1622120000000000.0,4447970,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2488500.0,2492600.0,1622120000000000.0,4055058,0
0,0,1,0,0,0,0,0,0,2489000.0,2494000.0,1622120000000000.0,4996508,0
1,0,0,5194105814713091,fe80::212:7403:3:303,0,5194131584911625,fe80::212:7409:9:909,0,2490300.0,2490300.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2490300.0,2494900.0,1622120000000000.0,4515625,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2491200.0,2491300.0,1622120000000000.0,37024,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2491500.0,2495800.0,1622120000000000.0,4266318,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2493300.0,2493300.0,1622120000000000.0,33662,0
1,0,0,5194114404779269,fe80::212:7402:2:202,0,5194101519680002,fe80::212:7405:5:505,0,2494000.0,2494000.0,1622120000000000.0,0,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2494200.0,2498600.0,1622120000000000.0,4395410,0
0,0,1,0,0,0,0,0,0,2494200.0,2499100.0,1622120000000000.0,4915383,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2495400.0,2499700.0,1622120000000000.0,4312500,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2496000.0,2500400.0,1622120000000000.0,4312484,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2496400.0,2501400.0,1622120000000000.0,4990451,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2496700.0,2496800.0,1622120000000000.0,32222,0
1,0,0,5194122994845447,fe80::212:7407:7:707,0,5194135879944714,fe80::212:740a:a:a0a,0,2497200.0,2497200.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2497500.0,2501700.0,1622120000000000.0,4231778,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2497900.0,2502800.0,1622120000000000.0,4916977,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2498800.0,2498800.0,1622120000000000.0,36219,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2499100.0,2499100.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2499700.0,2504700.0,1622120000000000.0,4975680,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2500200.0,2500200.0,1622120000000000.0,24131,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2502200.0,2506700.0,1622120000000000.0,4412025,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2502900.0,2502900.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2504200.0,2508600.0,1622120000000000.0,4390625,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2504200.0,2508300.0,1622120000000000.0,4033677,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2504600.0,2509500.0,1622120000000000.0,4890624,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2504700.0,2504700.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2505900.0,2505900.0,1622120000000000.0,16319,0
0,0,1,0,0,0,0,0,0,2505900.0,2510600.0,1622120000000000.0,4758504,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2506000.0,2506000.0,1622120000000000.0,11710,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2506200.0,2510600.0,1622120000000000.0,4451388,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2508000.0,2508100.0,1622120000000000.0,18552,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2508200.0,2512600.0,1622120000000000.0,4374985,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2510100.0,2514100.0,1622120000000000.0,4015642,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2511300.0,2515500.0,1622120000000000.0,4211878,0
0,0,1,0,0,0,0,0,0,2511300.0,2515800.0,1622120000000000.0,4507876,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2511400.0,2511400.0,1622120000000000.0,34966,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2511700.0,2511800.0,1622120000000000.0,11767,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2513100.0,2517200.0,1622120000000000.0,4120122,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2513600.0,2518500.0,1622120000000000.0,4919049,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2513800.0,2513800.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2514500.0,2519300.0,1622120000000000.0,4835936,0
1,0,0,5194110109746180,fe80::212:7404:4:404,0,5194135879944714,fe80::212:740a:a:a0a,0,2515400.0,2515400.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2515800.0,2515800.0,1622120000000000.0,21717,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2516800.0,2516800.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2516800.0,2521700.0,1622120000000000.0,4848679,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2516900.0,2521300.0,1622120000000000.0,4438193,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2517000.0,2521400.0,1622120000000000.0,4393289,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2519100.0,2519100.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2519500.0,2524300.0,1622120000000000.0,4870198,0
1,0,0,5194101519680002,fe80::212:7402:2:202,0,5194110109746180,fe80::212:7404:4:404,0,2519500.0,2519500.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2519800.0,2519800.0,1622120000000000.0,11957,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2521600.0,2526600.0,1622120000000000.0,4935765,0
1,0,0,5194118699812358,fe80::212:7406:6:606,0,5194131584911625,fe80::212:7409:9:909,0,2521900.0,2521900.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2521900.0,2526600.0,1622120000000000.0,4703887,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2522300.0,2522300.0,1622120000000000.0,0,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2522800.0,2527500.0,1622120000000000.0,4742542,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2523800.0,2523800.0,1622120000000000.0,12850,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2524300.0,2528600.0,1622120000000000.0,4289062,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2524500.0,2524500.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2525500.0,2529800.0,1622120000000000.0,4331772,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2525600.0,2525600.0,1622120000000000.0,11899,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2525900.0,2525900.0,1622120000000000.0,41735,0
0,0,1,0,0,0,0,0,0,2527500.0,2531100.0,1622120000000000.0,3603187,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2527900.0,2527900.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2528800.0,2532900.0,1622120000000000.0,4083094,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2529600.0,2529600.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2530300.0,2535200.0,1622120000000000.0,4890626,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2530600.0,2535600.0,1622120000000000.0,4984391,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2530800.0,2535200.0,1622120000000000.0,4371256,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2531100.0,2531100.0,1622120000000000.0,11706,0
0,0,1,0,0,0,0,0,0,2532900.0,2537700.0,1622120000000000.0,4806842,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2533100.0,2537400.0,1622120000000000.0,4258183,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2533700.0,2537700.0,1622120000000000.0,4023437,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2534300.0,2534300.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2534700.0,2538700.0,1622120000000000.0,4065517,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2535500.0,2535500.0,1622120000000000.0,11443,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2535600.0,2539900.0,1622120000000000.0,4226561,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2537100.0,2541500.0,1622120000000000.0,4377658,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2538500.0,2543300.0,1622120000000000.0,4768037,0
0,0,1,0,0,0,0,0,0,2538500.0,2543300.0,1622120000000000.0,4810611,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2539300.0,2544300.0,1622120000000000.0,4984392,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2539700.0,2544400.0,1622120000000000.0,4755789,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2540300.0,2540300.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2540800.0,2545200.0,1622120000000000.0,4406943,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2542800.0,2542800.0,1622120000000000.0,0,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2543300.0,2543300.0,1622120000000000.0,74145,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2544200.0,2544300.0,1622120000000000.0,39905,0
0,0,1,0,0,0,0,0,0,2544200.0,2549100.0,1622120000000000.0,4854250,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2544400.0,2549100.0,1622120000000000.0,4718749,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2545400.0,2545400.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2546600.0,2551400.0,1622120000000000.0,4854235,0
1,0,0,5194140174977803,fe80::212:7409:9:909,0,5194131584911625,fe80::212:740b:b:b0b,0,2547900.0,2547900.0,1622120000000000.0,0,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2548300.0,2548300.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2548500.0,2552900.0,1622120000000000.0,4406286,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2548800.0,2553100.0,1622120000000000.0,4238348,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2548800.0,2548900.0,1622120000000000.0,62869,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2549500.0,2553800.0,1622120000000000.0,4287327,0
0,0,1,0,0,0,0,0,0,2549500.0,2554400.0,1622120000000000.0,4876121,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2549600.0,2554400.0,1622120000000000.0,4753565,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2549700.0,2549700.0,1622120000000000.0,13581,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2550600.0,2550600.0,1622120000000000.0,0,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2553900.0,2553900.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2554700.0,2558900.0,1622120000000000.0,4226578,0
0,0,1,0,0,0,0,0,0,2554700.0,2559700.0,1622120000000000.0,4982614,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2554700.0,2554800.0,1622120000000000.0,15979,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2555700.0,2560000.0,1622120000000000.0,4365150,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2556500.0,2560500.0,1622120000000000.0,4015609,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2556500.0,2556500.0,1622120000000000.0,26111,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2557900.0,2558000.0,1622120000000000.0,21703,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2558200.0,2562500.0,1622120000000000.0,4257797,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2559000.0,2559000.0,1622120000000000.0,25849,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2559500.0,2559500.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2559600.0,2559600.0,1622120000000000.0,16318,0
0,0,1,0,0,0,0,0,0,2560000.0,2564900.0,1622120000000000.0,4910794,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2560400.0,2564400.0,1622120000000000.0,4031603,0
1,0,0,5194105814713091,fe80::212:7403:3:303,0,5194118699812358,fe80::212:7406:6:606,0,2561900.0,2561900.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2562100.0,2562200.0,1622120000000000.0,41734,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2563400.0,2563400.0,1622120000000000.0,29514,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2564600.0,2564600.0,1622120000000000.0,57113,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2564800.0,2564800.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2564900.0,2569900.0,1622120000000000.0,4953124,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2565100.0,2569900.0,1622120000000000.0,4833915,0
0,0,1,0,0,0,0,0,0,2565100.0,2570000.0,1622120000000000.0,4864352,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2565200.0,2565200.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2565600.0,2570000.0,1622120000000000.0,4367882,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2566600.0,2566600.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2567100.0,2567200.0,1622120000000000.0,49534,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2569300.0,2569300.0,1622120000000000.0,45155,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2569600.0,2569700.0,1622120000000000.0,55057,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2570400.0,2570400.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2570400.0,2575100.0,1622120000000000.0,4716906,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2570500.0,2570500.0,1622120000000000.0,18037,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2570600.0,2570600.0,1622120000000000.0,0,0
1,0,0,5194101519680002,fe80::212:7402:2:202,0,5194110109746180,fe80::212:7404:4:404,0,2571200.0,2571200.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2572100.0,2572100.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2572900.0,2573000.0,1622120000000000.0,33923,0
1,0,0,5194105814713091,fe80::212:7403:3:303,0,5194131584911625,fe80::212:7409:9:909,0,2573000.0,2573000.0,1622120000000000.0,0,0
1,0,0,5194122994845447,fe80::212:7406:6:606,0,5194118699812358,fe80::212:7407:7:707,0,2573600.0,2573600.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2574300.0,2574300.0,1622120000000000.0,21702,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2574600.0,2579600.0,1622120000000000.0,4984359,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2575100.0,2575100.0,1622120000000000.0,29227,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2575100.0,2575100.0,1622120000000000.0,39770,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2575800.0,2575800.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2575800.0,2580300.0,1622120000000000.0,4510096,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2575800.0,2575800.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2576000.0,2576000.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2576100.0,2580200.0,1622120000000000.0,4058550,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2578000.0,2578000.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2578800.0,2583200.0,1622120000000000.0,4440159,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2579600.0,2579600.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2579900.0,2579900.0,1622120000000000.0,32068,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2580100.0,2580100.0,1622120000000000.0,29212,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2580300.0,2580300.0,1622120000000000.0,11377,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2581000.0,2581000.0,1622120000000000.0,0,0
0,0,1,0,0,0,0,0,0,2581100.0,2585900.0,1622120000000000.0,4898739,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2581200.0,2585600.0,1622120000000000.0,4367187,0
1,0,0,5194127289878536,fe80::212:7408:8:808,0,5194135879944714,fe80::212:740a:a:a0a,0,2581900.0,2581900.0,1622120000000000.0,0,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2581900.0,2581900.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2583000.0,2583000.0,1622120000000000.0,0,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194105814713091,::212:7403:3:303,6666,2585300.0,2589400.0,1622120000000000.0,4075302,0
0,1,0,5194140174977803,::212:7401:1:101,5555,5194097224646913,::212:740b:b:b0b,6666,2585500.0,2589800.0,1622120000000000.0,4242542,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7405:5:505,6666,2585800.0,2590000.0,1622120000000000.0,4154514,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2585900.0,2585900.0,1622120000000000.0,52993,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194131584911625,::212:7409:9:909,6666,2585900.0,2585900.0,1622120000000000.0,52664,0
0,1,0,5194122994845447,::212:7401:1:101,5555,5194097224646913,::212:7407:7:707,6666,2586300.0,2590400.0,1622120000000000.0,4148454,0
0,0,1,0,0,0,0,0,0,2586300.0,2590900.0,1622120000000000.0,4596188,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194118699812358,::212:7406:6:606,6666,2587600.0,2592000.0,1622120000000000.0,4385485,0
0,1,0,5194110109746180,::212:7401:1:101,5555,5194097224646913,::212:7404:4:404,6666,2587600.0,2591600.0,1622120000000000.0,4007797,0
0,1,0,5194097224646913,::212:7401:1:101,5555,5194135879944714,::212:740a:a:a0a,6666,2588600.0,2588600.0,1622120000000000.0,0,0
1,0,0,5194114404779269,fe80::212:7401:1:101,0,5194097224646913,fe80::212:7405:5:505,0,2589900.0,2589900.0,1622120000000000.0,0,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7408:8:808,6666,2590100.0,2594900.0,1622120000000000.0,4773438,0
0,1,0,5194127289878536,::212:7401:1:101,5555,5194097224646913,::212:7402:2:202,6666,2590900.0,2590900.0,1622120000000000.0,11432,0
0,0,1,0,0,0,0,0,0,2591600.0,2596300.0,1622120000000000.0,4717525,0
